patrick-relaxed	itp_c	6.3.5.4	R00483, R00578	imp_c	[[[["asp__L_c", 1], ["itp_c", 1], ["nh4_c", 1]], [["asn__L_c", 1], ["imp_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["itp_c", 1]], [["asn__L_c", 1], ["glu__D_c", 1], ["imp_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["itp_c", 1]], [["asn__L_c", 1], ["glu__L_c", 1], ["imp_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	leu__L_c	2.6.1.66	R01215	ala__L_c, ala__D_c	[[[["leu__L_c", 2], ["pyr_c", 3]], [["3mob_c", 3], ["ala__L_c", 2]]], [[["leu__L_c", 2], ["pyr_c", 3]], [["3mob_c", 3], ["ala__D_c", 2]]]]
patrick-relaxed	lipoate_c	2.6.1.85	R01716	C00248	[[[["4adcho_c", 1], ["lipoate_c", 1]], [["C00248", 1], ["chor_c", 1]]]]
patrick-relaxed	lipoate_c	4.3.2.10	R00256, R04558	C00248	[[[["lipoate_c", 1], ["nh4_c", 1]], [["C00248", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["eig3p_c", 1], ["lipoate_c", 1]], [["C00248", 1], ["prlp_c", 1]]]]
patrick-relaxed	lipoate_c	6.3.5.4	R00256, R00483, R00578	C00248	[[[["lipoate_c", 1], ["nh4_c", 1]], [["C00248", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["lipoate_c", 1], ["ppi_c", 1]], [["C00248", 1], ["asp__L_c", 1], ["atp_c", 1], ["h2o_c", 1]]], [[["atp_c", 1], ["lipoate_c", 1], ["nh4_c", 1]], [["C00248", 1], ["amp_c", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["lipoate_c", 1]], [["C00248", 1], ["amp_c", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["lipoate_c", 1]], [["C00248", 1], ["amp_c", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	mal__D_c, mal__L_c	2.6.1.85	R01716	cid106688	[[[["4adcho_c", 1], ["mal__D_c", 1]], [["chor_c", 1], ["cid106688", 1]]], [[["4adcho_c", 1], ["mal__L_c", 1]], [["chor_c", 1], ["cid106688", 1]]]]
patrick-relaxed	mal__D_c, mal__L_c	4.3.2.10	R00256, R04558	cid106688	[[[["mal__D_c", 1], ["nh4_c", 1]], [["cid106688", 1], ["h2o_c", 1]]], [[["mal__L_c", 1], ["nh4_c", 1]], [["cid106688", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["eig3p_c", 1], ["mal__D_c", 1]], [["cid106688", 1], ["prlp_c", 1]]], [[["aicar_c", 1], ["eig3p_c", 1], ["mal__L_c", 1]], [["cid106688", 1], ["prlp_c", 1]]]]
patrick-relaxed	mal__D_c, mal__L_c	6.3.5.4	R00256, R00483, R00578	cid106688	[[[["mal__D_c", 1], ["nh4_c", 1]], [["cid106688", 1], ["h2o_c", 1]]], [[["mal__L_c", 1], ["nh4_c", 1]], [["cid106688", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["mal__D_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid106688", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["mal__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid106688", 1], ["h2o_c", 1]]], [[["atp_c", 1], ["mal__D_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["cid106688", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["mal__L_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["cid106688", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["mal__D_c", 1]], [["amp_c", 1], ["cid106688", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["mal__D_c", 1]], [["amp_c", 1], ["cid106688", 1], ["glu__L_c", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["mal__L_c", 1]], [["amp_c", 1], ["cid106688", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["mal__L_c", 1]], [["amp_c", 1], ["cid106688", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	malcoa_c	6.3.5.4	R00483, R00578	cid25220902	[[[["asp__L_c", 11], ["malcoa_c", 2], ["nh4_c", 11]], [["asn__L_c", 16], ["cid25220902", 2], ["ppi_c", 2]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 11], ["malcoa_c", 2]], [["asn__L_c", 6], ["cid25220902", 2], ["glu__D_c", 1], ["ppi_c", 2]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 11], ["malcoa_c", 2]], [["asn__L_c", 6], ["cid25220902", 2], ["glu__L_c", 1], ["ppi_c", 2]]]]
patrick-relaxed	mi1p__D_c	6.3.5.4	R00483, R00578	cid14389199	[[[["asn__L_c", 1], ["mi1p__D_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid14389199", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["glu__D_c", 1], ["mi1p__D_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid14389199", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["glu__L_c", 1], ["mi1p__D_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid14389199", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	mmcoa__S_c	6.3.5.4	R00483, R00578	cid50990908	[[[["asp__L_c", 11], ["mmcoa__S_c", 2], ["nh4_c", 11]], [["asn__L_c", 16], ["cid50990908", 2], ["ppi_c", 2]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 11], ["mmcoa__S_c", 2]], [["asn__L_c", 6], ["cid50990908", 2], ["glu__D_c", 1], ["ppi_c", 2]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 11], ["mmcoa__S_c", 2]], [["asn__L_c", 6], ["cid50990908", 2], ["glu__L_c", 1], ["ppi_c", 2]]]]
patrick-relaxed	mptamp_c	6.3.5.4	R00483, R00578	mpt_c	[[[["asp__L_c", 10], ["mptamp_c", 2], ["nh4_c", 10]], [["asn__L_c", 15], ["mpt_c", 2], ["ppi_c", 1]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 10], ["mptamp_c", 2]], [["asn__L_c", 6], ["glu__D_c", 1], ["mpt_c", 2], ["ppi_c", 1]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 10], ["mptamp_c", 2]], [["asn__L_c", 6], ["glu__L_c", 1], ["mpt_c", 2], ["ppi_c", 1]]]]
patrick-relaxed	msa_c	2.6.1.85	R01716	cid276123	[[[["4adcho_c", 1], ["msa_c", 1]], [["chor_c", 1], ["cid276123", 1]]]]
patrick-relaxed	msa_c	4.3.2.10	R00256, R04558	cid276123	[[[["msa_c", 1], ["nh4_c", 1]], [["cid276123", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["eig3p_c", 1], ["msa_c", 1]], [["cid276123", 1], ["prlp_c", 1]]]]
patrick-relaxed	msa_c	6.3.5.4	R00256, R00483, R00578	cid276123	[[[["msa_c", 1], ["nh4_c", 1]], [["cid276123", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["msa_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid276123", 1], ["h2o_c", 1]]], [[["atp_c", 1], ["msa_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["cid276123", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["msa_c", 1]], [["amp_c", 1], ["cid276123", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["msa_c", 1]], [["amp_c", 1], ["cid276123", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	ncam_c	6.3.5.4	R00578	asn__L_c	[[[["asp__L_c", 6], ["atp_c", 1], ["h2o_c", 18], ["ncam_c", 6]], [["amp_c", 1], ["asn__L_c", 5], ["glu__D_c", 8], ["ppi_c", 1]]], [[["asp__L_c", 6], ["atp_c", 1], ["h2o_c", 18], ["ncam_c", 6]], [["amp_c", 1], ["asn__L_c", 5], ["glu__L_c", 8], ["ppi_c", 1]]]]
patrick-relaxed	ncam_c	6.3.5.4	R00578	gln__L_c	[[[["amp_c", 28], ["glu__D_c", 2], ["ncam_c", 6], ["ppi_c", 25]], [["asp__L_c", 4], ["atp_c", 26], ["gln__L_c", 10], ["h2o_c", 1]]], [[["amp_c", 28], ["glu__L_c", 2], ["ncam_c", 6], ["ppi_c", 25]], [["asp__L_c", 4], ["atp_c", 26], ["gln__L_c", 10], ["h2o_c", 1]]]]
patrick-relaxed	nicrnt_c	6.3.5.4	R00483, R00578	C00857	[[[["amp_c", 1], ["asn__L_c", 1], ["nicrnt_c", 1]], [["C00857", 1], ["asp__L_c", 1], ["nh4_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1], ["nicrnt_c", 1]], [["C00857", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1], ["nicrnt_c", 1]], [["C00857", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	oc2coa_c	6.3.5.4	R00483, R00578	cid46846235	[[[["asp__L_c", 11], ["nh4_c", 11], ["oc2coa_c", 2]], [["asn__L_c", 16], ["cid46846235", 2], ["ppi_c", 2]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 11], ["oc2coa_c", 2]], [["asn__L_c", 6], ["cid46846235", 2], ["glu__D_c", 1], ["ppi_c", 2]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 11], ["oc2coa_c", 2]], [["asn__L_c", 6], ["cid46846235", 2], ["glu__L_c", 1], ["ppi_c", 2]]]]
patrick-relaxed	occoa_c	6.3.5.4	R00483, R00578	cid119058166	[[[["asp__L_c", 11], ["nh4_c", 11], ["occoa_c", 2]], [["asn__L_c", 16], ["cid119058166", 2], ["ppi_c", 2]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 11], ["occoa_c", 2]], [["asn__L_c", 6], ["cid119058166", 2], ["glu__D_c", 1], ["ppi_c", 2]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 11], ["occoa_c", 2]], [["asn__L_c", 6], ["cid119058166", 2], ["glu__L_c", 1], ["ppi_c", 2]]]]
patrick-relaxed	ocdca_c	2.6.1.85	R01716	C13846	[[[["4adcho_c", 1], ["ocdca_c", 1]], [["C13846", 1], ["chor_c", 1]]]]
patrick-relaxed	ocdca_c	4.3.2.10	R00256, R04558	C13846	[[[["nh4_c", 1], ["ocdca_c", 1]], [["C13846", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["eig3p_c", 1], ["ocdca_c", 1]], [["C13846", 1], ["prlp_c", 1]]]]
patrick-relaxed	ocdca_c	6.3.5.4	R00256, R00578	C13846	[[[["nh4_c", 1], ["ocdca_c", 1]], [["C13846", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["ocdca_c", 1], ["ppi_c", 1]], [["C13846", 1], ["asp__L_c", 1], ["atp_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	ocdcea_c	2.6.1.85	R01716	C19670	[[[["4adcho_c", 1], ["ocdcea_c", 1]], [["C19670", 1], ["chor_c", 1]]]]
patrick-relaxed	ocdcea_c	4.3.2.10	R00256, R04558	C19670	[[[["nh4_c", 1], ["ocdcea_c", 1]], [["C19670", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["eig3p_c", 1], ["ocdcea_c", 1]], [["C19670", 1], ["prlp_c", 1]]]]
patrick-relaxed	ocdcea_c	6.3.5.4	R00256, R00578	C19670	[[[["nh4_c", 1], ["ocdcea_c", 1]], [["C19670", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["ocdcea_c", 1], ["ppi_c", 1]], [["C19670", 1], ["asp__L_c", 1], ["atp_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	octa_c	2.6.1.85	R01716	cid144027364	[[[["4adcho_c", 1], ["octa_c", 1]], [["chor_c", 1], ["cid144027364", 1]]]]
patrick-relaxed	octa_c	4.3.2.10	R00256, R04558	cid144027364	[[[["nh4_c", 1], ["octa_c", 1]], [["cid144027364", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["eig3p_c", 1], ["octa_c", 1]], [["cid144027364", 1], ["prlp_c", 1]]]]
patrick-relaxed	octa_c	6.3.5.4	R00256, R00483, R00578	cid144027364	[[[["nh4_c", 1], ["octa_c", 1]], [["cid144027364", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["octa_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid144027364", 1], ["h2o_c", 1]]], [[["atp_c", 1], ["nh4_c", 1], ["octa_c", 1]], [["amp_c", 1], ["cid144027364", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["octa_c", 1]], [["amp_c", 1], ["cid144027364", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["octa_c", 1]], [["amp_c", 1], ["cid144027364", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	octdp_c	6.3.5.4	R00483, R00578	cid146014786	[[[["asp__L_c", 1], ["nh4_c", 1], ["octdp_c", 2]], [["asn__L_c", 1], ["cid146014786", 2], ["ppi_c", 1]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["octdp_c", 2]], [["asn__L_c", 1], ["cid146014786", 2], ["glu__D_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["octdp_c", 2]], [["asn__L_c", 1], ["cid146014786", 2], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	ohpb_c	2.6.1.66	R01215	phthr_c	[[[["ala__D_c", 1], ["ohpb_c", 1]], [["phthr_c", 1], ["pyr_c", 1]]], [[["ala__L_c", 1], ["ohpb_c", 1]], [["phthr_c", 1], ["pyr_c", 1]]]]
patrick-relaxed	orot5p_c	6.3.5.4	R00483, R00578	cid87536740	[[[["asn__L_c", 1], ["orot5p_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid87536740", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["glu__D_c", 1], ["orot5p_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid87536740", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["glu__L_c", 1], ["orot5p_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid87536740", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	oxam_c	6.3.5.4	R00578	gln__L_c	[[[["amp_c", 2], ["glu__D_c", 9], ["oxam_c", 6], ["ppi_c", 2]], [["asp__L_c", 13], ["atp_c", 2], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 2], ["glu__L_c", 9], ["oxam_c", 6], ["ppi_c", 2]], [["asp__L_c", 13], ["atp_c", 2], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	oxur_c	6.3.5.4	R00578	gln__L_c	[[[["amp_c", 3], ["glu__D_c", 9], ["oxur_c", 3], ["ppi_c", 3]], [["asp__L_c", 11], ["atp_c", 3], ["gln__L_c", 2], ["h2o_c", 1]]], [[["amp_c", 3], ["glu__L_c", 9], ["oxur_c", 3], ["ppi_c", 3]], [["asp__L_c", 11], ["atp_c", 3], ["gln__L_c", 2], ["h2o_c", 1]]]]
patrick-relaxed	pac_c	2.6.1.85	R01716	C02505	[[[["4adcho_c", 1], ["pac_c", 1]], [["C02505", 1], ["chor_c", 1]]]]
patrick-relaxed	pac_c	4.3.2.10	R00256, R04558	C02505	[[[["nh4_c", 1], ["pac_c", 1]], [["C02505", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["eig3p_c", 1], ["pac_c", 1]], [["C02505", 1], ["prlp_c", 1]]]]
patrick-relaxed	pac_c	6.3.5.4	R00256, R00483, R00578	C02505	[[[["nh4_c", 1], ["pac_c", 1]], [["C02505", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["pac_c", 1], ["ppi_c", 1]], [["C02505", 1], ["asp__L_c", 1], ["atp_c", 1], ["h2o_c", 1]]], [[["atp_c", 1], ["nh4_c", 1], ["pac_c", 1]], [["C02505", 1], ["amp_c", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["pac_c", 1]], [["C02505", 1], ["amp_c", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["pac_c", 1]], [["C02505", 1], ["amp_c", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	pap_c	6.3.5.4	R00483, R00578	cid189064	[[[["asn__L_c", 1], ["pap_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid189064", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["glu__D_c", 1], ["pap_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid189064", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["glu__L_c", 1], ["pap_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid189064", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	pep_c	4.3.1.17	R00590	2pg_c	[[[["h2o_c", 1], ["pep_c", 1]], [["2pg_c", 1]]]]
patrick-relaxed	phthr_c	2.6.1.66	R01215	ohpb_c	[[[["phthr_c", 1], ["pyr_c", 1]], [["ala__D_c", 1], ["ohpb_c", 1]]], [[["phthr_c", 1], ["pyr_c", 1]], [["ala__L_c", 1], ["ohpb_c", 1]]]]
patrick-relaxed	pmtcoa_c	6.3.5.4	R00483, R00578	cid119058173	[[[["asp__L_c", 11], ["nh4_c", 11], ["pmtcoa_c", 2]], [["asn__L_c", 16], ["cid119058173", 2], ["ppi_c", 2]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 11], ["pmtcoa_c", 2]], [["asn__L_c", 6], ["cid119058173", 2], ["glu__D_c", 1], ["ppi_c", 2]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 11], ["pmtcoa_c", 2]], [["asn__L_c", 6], ["cid119058173", 2], ["glu__L_c", 1], ["ppi_c", 2]]]]
patrick-relaxed	pnto__R_c	2.6.1.66	R01215	pyr_c	[[[["ala__D_c", 1], ["pnto__R_c", 2]], [["pyr_c", 2], ["val__L_c", 3]]], [[["ala__L_c", 1], ["pnto__R_c", 2]], [["pyr_c", 2], ["val__L_c", 3]]]]
patrick-relaxed	pnto__R_c	2.6.1.85	R01716	cid23618825	[[[["4adcho_c", 1], ["pnto__R_c", 1]], [["chor_c", 1], ["cid23618825", 1]]]]
patrick-relaxed	pnto__R_c	4.3.2.10	R00256, R04558	cid23618825	[[[["nh4_c", 1], ["pnto__R_c", 1]], [["cid23618825", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["eig3p_c", 1], ["pnto__R_c", 1]], [["cid23618825", 1], ["prlp_c", 1]]]]
patrick-relaxed	pnto__R_c	6.3.5.4	R00256, R00483, R00578	cid23618825	[[[["nh4_c", 1], ["pnto__R_c", 1]], [["cid23618825", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["pnto__R_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid23618825", 1], ["h2o_c", 1]]], [[["atp_c", 1], ["nh4_c", 1], ["pnto__R_c", 1]], [["amp_c", 1], ["cid23618825", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["pnto__R_c", 1]], [["amp_c", 1], ["cid23618825", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["pnto__R_c", 1]], [["amp_c", 1], ["cid23618825", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	ppgpp_c	6.3.5.4	R00483, R00578	cid135415794	[[[["asp__L_c", 1], ["nh4_c", 1], ["ppgpp_c", 2]], [["asn__L_c", 1], ["cid135415794", 2], ["ppi_c", 1]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["ppgpp_c", 2]], [["asn__L_c", 1], ["cid135415794", 2], ["glu__D_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["ppgpp_c", 2]], [["asn__L_c", 1], ["cid135415794", 2], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	ppgpp_c	6.3.5.4	R00483, R00578	cid135867730	[[[["asp__L_c", 1], ["nh4_c", 1], ["ppgpp_c", 2]], [["asn__L_c", 1], ["cid135867730", 2], ["ppi_c", 1]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["ppgpp_c", 2]], [["asn__L_c", 1], ["cid135867730", 2], ["glu__D_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["ppgpp_c", 2]], [["asn__L_c", 1], ["cid135867730", 2], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	pphn_c	2.6.1.85	R01716	glu__D_c, glu__L_c	[[[["gln__L_c", 1], ["pphn_c", 1]], [["4adcho_c", 1], ["glu__D_c", 1]]], [[["gln__L_c", 1], ["pphn_c", 1]], [["4adcho_c", 1], ["glu__L_c", 1]]]]
patrick-relaxed	pppn_c	2.6.1.85	R01716	cid101557084	[[[["4adcho_c", 1], ["pppn_c", 1]], [["chor_c", 1], ["cid101557084", 1]]]]
patrick-relaxed	pppn_c	4.3.2.10	R00256, R04558	cid101557084	[[[["nh4_c", 1], ["pppn_c", 1]], [["cid101557084", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["eig3p_c", 1], ["pppn_c", 1]], [["cid101557084", 1], ["prlp_c", 1]]]]
patrick-relaxed	pppn_c	6.3.5.4	R00256, R00483, R00578	cid101557084	[[[["nh4_c", 1], ["pppn_c", 1]], [["cid101557084", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["ppi_c", 1], ["pppn_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid101557084", 1], ["h2o_c", 1]]], [[["atp_c", 1], ["nh4_c", 1], ["pppn_c", 1]], [["amp_c", 1], ["cid101557084", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["pppn_c", 1]], [["amp_c", 1], ["cid101557084", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["pppn_c", 1]], [["amp_c", 1], ["cid101557084", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	pram_c	6.3.5.4	R00483, R00578	cid446288	[[[["amp_c", 1], ["asn__L_c", 1], ["pram_c", 1]], [["asp__L_c", 1], ["cid446288", 1], ["nh4_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1], ["pram_c", 1]], [["asp__L_c", 1], ["cid446288", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1], ["pram_c", 1]], [["asp__L_c", 1], ["cid446288", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	pram_c	6.3.5.4	R00483, R00578	cid50990928	[[[["asn__L_c", 1], ["ppi_c", 1], ["pram_c", 1]], [["asp__L_c", 1], ["cid50990928", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["glu__D_c", 1], ["ppi_c", 1], ["pram_c", 1]], [["asp__L_c", 1], ["cid50990928", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["glu__L_c", 1], ["ppi_c", 1], ["pram_c", 1]], [["asp__L_c", 1], ["cid50990928", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	prbamp_c	6.3.5.4	R00483, R00578	prbatp_c	[[[["asn__L_c", 1], ["ppi_c", 1], ["prbamp_c", 1]], [["asp__L_c", 1], ["nh4_c", 1], ["prbatp_c", 1]]], [[["asn__L_c", 1], ["glu__D_c", 1], ["ppi_c", 1], ["prbamp_c", 1]], [["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["prbatp_c", 1]]], [[["asn__L_c", 1], ["glu__L_c", 1], ["ppi_c", 1], ["prbamp_c", 1]], [["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["prbatp_c", 1]]]]
patrick-relaxed	prbatp_c	6.3.5.4	R00483, R00578	prbamp_c	[[[["asp__L_c", 1], ["nh4_c", 1], ["prbatp_c", 1]], [["asn__L_c", 1], ["ppi_c", 1], ["prbamp_c", 1]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["prbatp_c", 1]], [["asn__L_c", 1], ["glu__D_c", 1], ["ppi_c", 1], ["prbamp_c", 1]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["prbatp_c", 1]], [["asn__L_c", 1], ["glu__L_c", 1], ["ppi_c", 1], ["prbamp_c", 1]]]]
patrick-relaxed	prfp_c	4.3.2.10	R04558	aicar_c	[[[["gln__L_c", 1], ["prfp_c", 1]], [["aicar_c", 1], ["eig3p_c", 1], ["glu__D_c", 1]]], [[["gln__L_c", 1], ["prfp_c", 1]], [["aicar_c", 1], ["eig3p_c", 1], ["glu__L_c", 1]]]]
patrick-relaxed	prfp_c	4.3.2.10	R04558	glu__D_c, glu__L_c	[[[["gln__L_c", 1], ["prfp_c", 1]], [["aicar_c", 1], ["eig3p_c", 1], ["glu__D_c", 1]]], [[["gln__L_c", 1], ["prfp_c", 1]], [["aicar_c", 1], ["eig3p_c", 1], ["glu__L_c", 1]]]]
patrick-relaxed	prlp_c	4.3.2.10	R04558	aicar_c	[[[["gln__L_c", 1], ["prlp_c", 1]], [["aicar_c", 1], ["eig3p_c", 1], ["glu__D_c", 1]]], [[["gln__L_c", 1], ["prlp_c", 1]], [["aicar_c", 1], ["eig3p_c", 1], ["glu__L_c", 1]]]]
patrick-relaxed	prlp_c	4.3.2.10	R04558	glu__D_c, glu__L_c	[[[["gln__L_c", 1], ["prlp_c", 1]], [["aicar_c", 1], ["eig3p_c", 1], ["glu__D_c", 1]]], [[["gln__L_c", 1], ["prlp_c", 1]], [["aicar_c", 1], ["eig3p_c", 1], ["glu__L_c", 1]]]]
